Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 09/26/2020,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
Search Parameters: year=2017; state=FL; GHGs=ALL; data type=All Emitters; emissionsType=FC_PP; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2017,NEW HOPE POWER COMPANY,1006560,8001 HIGHWAY 27 SOUTH,26.576745,-80.746737,SOUTH BAY,PALM BEACH COUNTY,FL,33493,FLORIDA CRYSTALS CORP (100%),18,C
2017,Naples Landfill,1007855,3750 WHITE LAKE BOULEVARD,26.165868,-81.657891,NAPLES,COLLIER COUNTY,FL,34117,WASTE MANAGEMENT INC (100%),15,"C,HH"
2017,Northside,1001498,4377 HECKSCHER DRIVE,30.4172,-81.5525,JACKSONVILLE,Duval,FL,32226,JEA (100%),1160795,"C,D"
2017,Okeechobee Landfill,1003619,10800 N. E. 128th Avenue,27.342694,-80.689387,Okeechobee,OKEECHOBEE COUNTY,FL,34973,WASTE MANAGEMENT INC (100%),93,"C,HH"
2017,Oleander Power Project,1006808,555 TOWNSEND RD,28.3661,-80.7947,COCOA,Brevard,FL,32926,SOUTHERN CO (100%),89,"C,D"
2017,P L Bartow Power Plant,1001489,1601 WEEDON ISLAND DRIVE,27.8613,-82.6012,SAINT PETERSBURG,Pinellas,FL,33702,DUKE ENERGY CORP (100%),1076,"C,D"
2017,Polk County - North Central Landfill,1006859,10 Environmental Loop south,28.012621,-81.841865,Winter Haven,POLK COUNTY,FL,33880,POLK COUNTY BOARD OF COUNTY COMMISSIONERS (100%),257,"C,HH"
2017,Port Everglades,1001484,8100 EISENHOWER BOULEVARD,26.0856,-80.1253,FORT LAUDERDALE,Broward,FL,33316,FPL GROUP INC (100%),464,D
2017,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,1001906,10 GUM STREET,30.662356,-81.47105,FERNANDINA BEACH,NASSAU COUNTY,FL,32034,RAYONIER ADVANCED MATERIALS INC (100%),12801,"AA,C"
2017,Reedy Creek Improvement District/Walt Disney World Resort,1007870,1375 Buena Vista Drive,28.4272,-81.5803,LAKE BUENA VISTA,Orange,FL,32830,THE WALT DISNEY CO (99%); REEDY CREEK IMPROVEMENT DISTRICT (1%),3930,"C,D,NN"
2017,Renesas Electronics America Inc.,1011887,"1650 Robert J. Conlan Blvd., NE",28.030281,-80.601389,Palm Bay,BREVARD COUNTY,FL,32905,INTERSIL CORP (100%),59,"C,I"
2017,Riviera,1001485,200 300 BROADWAY,26.7653,-80.0528,RIVIERA BEACH,Palm Beach,FL,33404,FPL GROUP INC (100%),3278,D
2017,S O Purdom,1001501,HWY 363,30.1619,-84.2014,ST MARKS,Wakulla,FL,32355,CITY OF TALLAHASSEE (100%),0,"C,D"
2017,SOUTHEAST COUNTY LANDFILL,1003560,15960 CR 672,27.762601,-82.20147,LITHIA,HILLSBOROUGH COUNTY,FL,33547,HILLSBOROUGH COUNTY (100%),98,"C,HH"
2017,ST. LUCIE COUNTY BALING AND RECYCLING FACILITY,1007219,6120 GLADES CUTOFF ROAD,27.386119,-80.394913,FT. PIERCE,ST. LUCIE COUNTY,FL,34981,ST LUCIE COUNTY COMMISSIONERS (100%),11,"C,HH"
2017,Scholz Electric Generating Plant,1007432,2222 WALDEN RD,30.6689,-84.8869,SNEADS,Jackson,FL,32324,SOUTHERN CO (100%),0,C
2017,Seminole (136),1000084,STATE HIGHWAY 17,29.7333,-81.6339,PALATKA,Putnam,FL,32708,SEMINOLE ELECTRIC COOPERATIVE INC (100%),11803,"D,TT"
2017,Stanton A,1007317,5100 S ALAFAYA TRAIL,28.4881,-81.1675,ORLANDO,Orange,FL,32831,SOUTHERN CO (100%),644,D
2017,Suwannee River Power Plant,1001490,4037 RIVER ROAD,30.3764,-83.1806,LIVE OAK,Suwannee,FL,32060,DUKE ENERGY CORP (100%),2336,"C,D"
2017,TAMINCO US LLC,1008023,4575 HWY. 90 E.,30.580588,-87.137802,PACE,SANTA ROSA COUNTY,FL,32571,EASTMAN CHEMICAL CO (100%),65,C
2017,TRAIL RIDGE LANDFILL INC,1007897,5110 U.S. HIGHWAY 301,30.231429,-82.003313,BALDWIN,DUVAL COUNTY,FL,32234,WASTE MANAGEMENT INC (100%),1045,"C,HH"
2017,TROPICANA MANUFACTURING CO INC,1004365,1001 13TH AVE. E.,27.487024,-82.551166,BRADENTON,MANATEE COUNTY,FL,34208,PEPSICO INC (100%),5,"C,II"
2017,Tom G.Smith Power Plant,1004420,117 College Street,26.6125,-80.0678,Lake Worth,PALM BEACH COUNTY,FL,33461,CITY OF LAKE WORTH UTILITIES (100%),296,D
2017,Turkey Point,1007159,9700 SW 344TH ST,25.4356,-80.3308,HOMESTEAD,Miami-Dade,FL,33035,FPL GROUP INC (100%),4882,D
2017,VOLUSIA SOLID WASTE MANAGEMENT DIVISION,1005328,1990 TOMOKA FARMS RD,29.1314,-81.0984,PORT ORANGE,VOLUSIA COUNTY,FL,32128,VOLUSIA COUNTY BOARD OF COUNTY COMMISSIONERS (100%),109,"C,HH"
2017,Vandolah Power Project,1000814,2394 VANDOLAH ROAD,27.5242,-81.9236,WAUCHULA,Hardee,FL,33873,NORTHERN STAR GENERATION LLC (100%),202,"C,D"
2017,West County Energy Center,1007171,20505 STATE RD 80,26.6986,-80.3747,LOXAHATCHEE,Palm Beach,FL,33470,FPL GROUP INC (100%),8870,"C,D"
2017,West Fraser McDavid Lumber Mill,1012765,401 Champion Drive,36.1939,-83.00266,McDavid,GREENE COUNTY,FL,32568,WEST FRASER INC (100%),499,C
2017,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",1002272,600 N 8TH ST,30.676393,-81.457934,FERNANDINA BEACH,NASSAU COUNTY,FL,32034,WESTROCK CO (100%),17234,"AA,C"
2017,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",1006958,ONE EVERITT AVENUE,30.1424,-85.6205,PANAMA CITY,BAY COUNTY,FL,32401,WESTROCK CO (100%),23163,"AA,C,TT"
2017,"White Springs Agricultural Chemical, Inc.",1006467,15843 SE 78th Street,30.408106,-82.787465,White Springs,HAMILTON COUNTY,FL,32096,PHOSPHATE HOLDINGS INC (100%),254,"C,Z"
